company_name,cik,filing_date,exec_name,name,current_role,age,compensation_salary,compensation_stock,compensation_bonus,compensation_other,compensation_total,compensation_year,education,start_date,past_roles,board_member,committee_memberships,other_board_memberships,notable_achievements
Eaton Corp plc,0001551182,2022-03-18,Olivier Leonetti,Olivier Leonetti,"Executive Vice President and Chief Financial Officer, Johnson Controls International plc",57,,,,,,,[],,"['Chief Financial Officer of Zebra Technologies Corporation', 'Chief Financial Officer of Western Digital Corporation', 'Vice President, Finance – Global Commercial Organization at Amgen, Inc.', 'Various senior finance positions at Dell Inc.']",True,[],['Junior Achievement of Chicago'],
Eaton Corp plc,0001551182,2022-03-18,Deborah L. McCoy,Deborah L. McCoy,Independent aviation safety consultant,67,,,,,,,[],,"['Senior Vice President, Flight Operations at Continental Airlines, Inc.', 'Chief Executive Officer of DJ Air Group']",True,[],[],
Eaton Corp plc,0001551182,2022-03-18,Silvio Napoli,Silvio Napoli,"Chairman and Chief Executive Officer, Schindler Holding Ltd.",56,,,,,,,[],1994,"['Director of Corporate Development', 'President and Chief Executive Officer of Schindler India', 'President of Asia-Pacific', 'Chief Executive Officer of Schindler Holding Ltd.']",True,[],['Swiss-American Chamber of Commerce'],
Eaton Corp plc,0001551182,2022-03-18,Gregory R. Page,Gregory R. Page,"Retired Chairman and Chief Executive Officer, Cargill",70,,,,,,,[],,"['Corporate Vice President & Sector President, Financial Markets and Red Meat Group of Cargill', 'Corporate Executive Vice President, Financial Markets and Red Meat Group', 'President and Chief Operating Officer', 'Chairman and Chief Executive Officer', 'Executive Chairman']",True,[],"['3M', 'Deere & Company', 'Corteva, Inc.', 'Big Brothers Big Sisters of America', 'Northern Star Council of the Boy Scouts of America', 'Alight (fka the American Refugee Committee)']",
Eaton Corp plc,0001551182,2022-03-18,Sandra Pianalto,Sandra Pianalto,Retired President and Chief Executive Officer of the Federal Reserve Bank of Cleveland,67,,,,,,,[],1983,"['Economist in the Research Department', 'Assistant Vice President of Public Affairs', 'Vice President and Secretary to the Board of Directors', 'Vice President and Chief Operating Officer', 'President and Chief Executive Officer']",True,[],"['The J.M. Smucker Company', 'Prudential Financial, Inc.', 'University Hospitals Health System', 'United Way of Greater Cleveland']",
Eaton Corp plc,0001551182,2022-03-18,Robert V. Pragada,Robert V. Pragada,"President and Chief Operating Officer, Jacobs Engineering Group, Inc.",53,,,,,,,[],2016,"['President and Chief Executive Officer of The Brock Group, Inc.', 'Various senior management roles for Jacobs', 'Various senior management roles for Kinetic Systems, Inc.', 'Naval Officer in the United States Navy']",True,[],"['Dallas Regional Chamber', 'US Naval Academy Foundation']",
Eaton Corp plc,0001551182,2022-03-18,Lori J. Ryerkerk,Lori J. Ryerkerk,"Chairman, Chief Executive Officer and President, Celanese Corporation",59,,,,,,,[],2019,"['Executive Vice President of Global Manufacturing of Shell Downstream Inc.', 'Regional Vice President of Manufacturing in Europe and Africa', 'Senior Vice President, Refining, Supply and Terminals at Hess Corporation', 'Various operational and senior leadership roles at ExxonMobil']",True,[],['Axalta Coating Systems Limited'],
Eaton Corp plc,0001551182,2022-03-18,Gerald B. Smith,Gerald B. Smith,"Chairman and Chief Executive Officer, Smith Graham & Co.",71,,,,,,,[],2012,"['Director of Cooper Industries plc', 'Lead Independent Director of Cooper Industries plc', 'Senior Vice President and Director of Fixed Income for Underwood Neuhaus & Company']",True,[],"['ONEOK, Inc.', 'New York Life Insurance Company', 'Texas Southern University Foundation', 'Federal Reserve Bank of Dallas', 'Rice University’s Baker Institute for Public Policy']",
Eaton Corp plc,0001551182,2022-03-18,Dorothy C. Thompson,Dorothy C. Thompson,"Retired Chief Executive, Drax Group plc",61,,,,,,,[],2016,"['Chief Executive and Director of Drax Group plc', 'Managed InterGen NV’s European power business', 'Assistant Group Treasurer at Powergen plc', 'Worked at CDC Capital Partners']",True,[],"['Bank of England', 'Tullow Oil plc', 'Johnson Matthey Plc']",
Eaton Corp plc,0001551182,2022-03-18,Darryl L. Wilson,Darryl L. Wilson,"Founder, Chairman and President, The Wilson Collective",58,,,,,,,[],2021,"['Vice President of Commercial, GE Power division', 'Vice President and Chief Commercial Officer of GE Energy Connections', 'President and Chief Executive Officer of GE Aeroderivative Gas Turbines']",True,[],"['NextEra Energy, Inc.', 'Federal Reserve Bank of Dallas, Houston branch', 'Genserve, Inc.', 'The Kinkaid School', 'Houston Endowment', 'Good Reason Houston']",
Eaton Corp plc,0001551182,2021-03-19,Craig Arnold,Craig Arnold,Chairman and Chief Executive Officer,61,,,,,,,[],2000,"['Senior Vice President and Group Executive of the Fluid Power Group', 'Vice Chairman and Chief Operating Officer of the Industrial Sector', 'President and Chief Operating Officer']",True,[],"['Medtronic plc', 'The Business Roundtable', 'University Hospitals Health System', 'The Greater Cleveland Partnership', 'United Way of Greater Cleveland']",
Eaton Corp plc,0001551182,2021-03-19,Christopher M. Connor,Christopher M. Connor,Retired Chairman and Chief Executive Officer,65,,,,,,,[],,"['Chief Executive Officer of The Sherwin-Williams Company', 'Chairman and Chief Executive Officer of The Sherwin-Williams Company', 'Executive Chairman of The Sherwin-Williams Company']",True,[],"['Yum! Brands, Inc.', 'International Paper Company', 'Playhouse Square Foundation', 'The Rock and Roll Hall of Fame']",
Eaton Corp plc,0001551182,2021-03-19,Olivier Leonetti,Olivier Leonetti,Executive Vice President and Chief Financial Officer,57,,,,,,,[],,"['Chief Financial Officer of Zebra Technologies Corporation', 'Chief Financial Officer of Western Digital Corporation', 'Vice President, Finance – Global Commercial Organization at Amgen, Inc.', 'Vice President, Finance at Dell Inc.']",True,[],['Junior Achievement of Chicago'],
Eaton Corp plc,0001551182,2021-03-19,Deborah L. McCoy,Deborah L. McCoy,Independent Aviation Safety Consultant,67,,,,,,,[],,"['Senior Vice President, Flight Operations at Continental Airlines, Inc.', 'Chief Executive Officer of DJ Air Group']",True,[],[],
Eaton Corp plc,0001551182,2021-03-19,Silvio Napoli,Silvio Napoli,Chairman and Chief Executive Officer,56,,,,,,,[],1994,"['Director of Corporate Development at Schindler Group', 'President and Chief Executive Officer of Schindler India', 'President of Asia-Pacific at Schindler Group', 'Chief Executive Officer of Schindler Group']",True,[],['Swiss-American Chamber of Commerce'],
Eaton Corp plc,0001551182,2021-03-19,Gregory R. Page,Gregory R. Page,Retired Chairman and Chief Executive Officer,70,,,,,,,[],,"['Corporate Vice President & Sector President, Financial Markets and Red Meat Group of Cargill', 'Corporate Executive Vice President, Financial Markets and Red Meat Group of Cargill', 'President and Chief Operating Officer of Cargill', 'Chairman and Chief Executive Officer of Cargill', 'Executive Chairman of Cargill']",True,[],"['3M', 'Deere & Company', 'Corteva, Inc.', 'Big Brothers Big Sisters of America', 'Northern Star Council of the Boy Scouts of America', 'Alight (fka the American Refugee Committee)']",
Eaton Corp plc,0001551182,2021-03-19,Sandra Pianalto,Sandra Pianalto,Retired President and Chief Executive Officer,67,,,,,,,[],1983,"['Economist at the Federal Reserve Bank of Cleveland', 'Assistant Vice President of Public Affairs at the Federal Reserve Bank of Cleveland', 'Vice President and Secretary to the Board of Directors at the Federal Reserve Bank of Cleveland', 'Vice President and Chief Operating Officer at the Federal Reserve Bank of Cleveland', 'President and Chief Executive Officer at the Federal Reserve Bank of Cleveland']",True,[],"['The J.M. Smucker Company', 'Prudential Financial, Inc.', 'University Hospitals Health System', 'United Way of Greater Cleveland']",
Eaton Corp plc,0001551182,2021-03-19,Robert V. Pragada,Robert V. Pragada,President and Chief Operating Officer,53,,,,,,,[],2016,"['President and Chief Executive Officer of The Brock Group, Inc.', 'Senior Management Roles at Jacobs Engineering Group, Inc.', 'Senior Management Roles at Kinetic Systems, Inc.', 'Naval Officer in the United States Navy']",True,[],"['Dallas Regional Chamber', 'US Naval Academy Foundation']",
Eaton Corp plc,0001551182,2021-03-19,Lori J. Ryerkerk,Lori J. Ryerkerk,"Chairman, Chief Executive Officer and President",59,,,,,,,[],2019,"['Executive Vice President of Global Manufacturing of Shell Downstream Inc.', 'Regional Vice President of Manufacturing in Europe and Africa at Shell', 'Senior Vice President, Refining, Supply and Terminals at Hess Corporation', 'Operational and Senior Leadership Roles at ExxonMobil']",True,[],['Axalta Coating Systems Limited'],
Eaton Corp plc,0001551182,2021-03-19,Gerald B. Smith,Gerald B. Smith,Chairman and Chief Executive Officer,71,,,,,,,[],1990,"['Director of Cooper Industries plc', 'Lead Independent Director of Cooper Industries plc', 'Senior Vice President and Director of Fixed Income for Underwood Neuhaus & Company']",True,[],"['ONEOK, Inc.', 'New York Life Insurance Company', 'Texas Southern University Foundation', 'Federal Reserve Bank of Dallas', 'Rice University’s Baker Institute for Public Policy']",
Eaton Corp plc,0001551182,2021-03-19,Dorothy C. Thompson,Dorothy C. Thompson,Retired Chief Executive,61,,,,,,,[],2005,"['Chief Executive and Director of Drax Group plc', 'Manager of InterGen NV’s European Power Business', 'Assistant Group Treasurer at Powergen plc', 'Worked at CDC Capital Partners']",True,[],"['Bank of England', 'Tullow Oil plc', 'Johnson Matthey Plc']",
Eaton Corp plc,0001551182,2021-03-19,Darryl L. Wilson,Darryl L. Wilson,"Founder, Chairman and President",58,,,,,,,[],2018,"['Vice President of Commercial, GE Power Division', 'Vice President and Chief Commercial Officer of GE Energy Connections', 'President and Chief Executive Officer of GE Aeroderivative Gas Turbines']",True,[],"['NextEra Energy, Inc.', 'Federal Reserve Bank of Dallas, Houston Branch', 'Genserve, Inc.', 'The Kinkaid School', 'Houston Endowment', 'Good Reason Houston']",
Eaton Corp plc,0001551182,2020-03-13,Craig Arnold,Craig Arnold,Chairman and Chief Executive Officer,61,,,,,,,[],2000,"['Senior Vice President and Group Executive of the Fluid Power Group', 'Vice Chairman and Chief Operating Officer of the Industrial Sector', 'President and Chief Operating Officer']",True,[],"['Medtronic plc', 'The Business Roundtable', 'University Hospitals Health System', 'The Greater Cleveland Partnership', 'United Way of Greater Cleveland']",
Eaton Corp plc,0001551182,2020-03-13,Christopher M. Connor,Christopher M. Connor,Retired Chairman and Chief Executive Officer,65,,,,,,,[],,"['Chief Executive Officer of The Sherwin-Williams Company', 'Chairman and Chief Executive Officer of The Sherwin-Williams Company', 'Executive Chairman of The Sherwin-Williams Company']",True,[],"['Yum! Brands, Inc.', 'International Paper Company', 'Playhouse Square Foundation', 'The Rock and Roll Hall of Fame']",
Eaton Corp plc,0001551182,2020-03-13,Olivier Leonetti,Olivier Leonetti,Executive Vice President and Chief Financial Officer,57,,,,,,,[],,"['Chief Financial Officer of Zebra Technologies Corporation', 'Chief Financial Officer of Western Digital Corporation', 'Vice President, Finance – Global Commercial Organization at Amgen, Inc.', 'Vice President, Finance at Dell Inc.']",True,[],['Junior Achievement of Chicago'],
Eaton Corp plc,0001551182,2020-03-13,Deborah L. McCoy,Deborah L. McCoy,Independent Aviation Safety Consultant,67,,,,,,,[],,"['Senior Vice President, Flight Operations at Continental Airlines, Inc.', 'Chief Executive Officer of DJ Air Group']",True,[],[],
Eaton Corp plc,0001551182,2020-03-13,Silvio Napoli,Silvio Napoli,Chairman and Chief Executive Officer,56,,,,,,,[],1994,"['Director of Corporate Development at Schindler Group', 'President and Chief Executive Officer of Schindler India', 'President of Asia-Pacific at Schindler Group', 'Chief Executive Officer of Schindler Group']",True,[],['Swiss-American Chamber of Commerce'],
Eaton Corp plc,0001551182,2020-03-13,Gregory R. Page,Gregory R. Page,Retired Chairman and Chief Executive Officer,70,,,,,,,[],,"['Corporate Vice President & Sector President, Financial Markets and Red Meat Group of Cargill', 'Corporate Executive Vice President, Financial Markets and Red Meat Group of Cargill', 'President and Chief Operating Officer of Cargill', 'Chairman and Chief Executive Officer of Cargill', 'Executive Chairman of Cargill']",True,[],"['3M', 'Deere & Company', 'Corteva, Inc.', 'Big Brothers Big Sisters of America', 'Northern Star Council of the Boy Scouts of America', 'Alight (fka the American Refugee Committee)']",
Eaton Corp plc,0001551182,2020-03-13,Sandra Pianalto,Sandra Pianalto,Retired President and Chief Executive Officer,67,,,,,,,[],1983,"['Economist at the Federal Reserve Bank of Cleveland', 'Assistant Vice President of Public Affairs at the Federal Reserve Bank of Cleveland', 'Vice President and Secretary to the Board of Directors at the Federal Reserve Bank of Cleveland', 'Vice President and Chief Operating Officer at the Federal Reserve Bank of Cleveland']",True,[],"['The J.M. Smucker Company', 'Prudential Financial, Inc.', 'University Hospitals Health System', 'United Way of Greater Cleveland']",
Eaton Corp plc,0001551182,2020-03-13,Robert V. Pragada,Robert V. Pragada,President and Chief Operating Officer,53,,,,,,,[],2016,"['President and Chief Executive Officer of The Brock Group, Inc.', 'Senior Management Roles at Jacobs Engineering Group, Inc.', 'Senior Management Roles at Kinetic Systems, Inc.', 'Naval Officer in the United States Navy']",True,[],"['Dallas Regional Chamber', 'US Naval Academy Foundation']",
Eaton Corp plc,0001551182,2020-03-13,Lori J. Ryerkerk,Lori J. Ryerkerk,"Chairman, Chief Executive Officer and President",59,,,,,,,[],2019,"['Executive Vice President of Global Manufacturing of Shell Downstream Inc.', 'Regional Vice President of Manufacturing in Europe and Africa at Shell', 'Senior Vice President, Refining, Supply and Terminals at Hess Corporation', 'Operational and Senior Leadership Roles at ExxonMobil']",True,[],['Axalta Coating Systems Limited'],
Eaton Corp plc,0001551182,2020-03-13,Gerald B. Smith,Gerald B. Smith,Chairman and Chief Executive Officer,71,,,,,,,[],1990,"['Senior Vice President and Director of Fixed Income for Underwood Neuhaus & Company', 'Member of the Board of Trustees and Chair of the Investment Oversight Committee for The Charles Schwab Family of Funds']",True,[],"['ONEOK, Inc.', 'New York Life Insurance Company', 'Texas Southern University Foundation', 'Federal Reserve Bank of Dallas', 'Rice University’s Baker Institute for Public Policy']",
Eaton Corp plc,0001551182,2020-03-13,Dorothy C. Thompson,Dorothy C. Thompson,Retired Chief Executive,61,,,,,,,[],2005,"['Chief Executive and Director of Drax Group plc', 'Manager of InterGen NV’s European Power Business', 'Assistant Group Treasurer at Powergen plc', 'Worked at CDC Capital Partners']",True,[],"['Bank of England', 'Tullow Oil plc', 'Johnson Matthey Plc']",
Eaton Corp plc,0001551182,2020-03-13,Darryl L. Wilson,Darryl L. Wilson,"Founder, Chairman and President",58,,,,,,,[],2018,"['Vice President of Commercial, GE Power Division', 'Vice President and Chief Commercial Officer of GE Energy Connections', 'President and Chief Executive Officer of GE Aeroderivative Gas Turbines']",True,[],"['NextEra Energy, Inc.', 'Federal Reserve Bank of Dallas, Houston Branch', 'Genserve, Inc.', 'The Kinkaid School', 'Houston Endowment', 'Good Reason Houston']",
Eaton Corp plc,0001551182,2019-03-15,Craig Arnold,Craig Arnold,Chairman and Chief Executive Officer,61,,,,,,,[],2000,"['Senior Vice President and Group Executive of the Fluid Power Group', 'Vice Chairman and Chief Operating Officer of the Industrial Sector', 'President and Chief Operating Officer']",True,[],"['Medtronic plc', 'The Business Roundtable', 'University Hospitals Health System', 'The Greater Cleveland Partnership', 'United Way of Greater Cleveland']",
